component_id,lot_id_A,device_variant_A,disposition_A,risk_A,driving_parameter_A,n_params_flagged_A,confidence_A,reason_code_A,reason_text_A,disposition_B,risk_B,driving_parameter_B,driving_headroom_frac,n_params_flagged_B,confidence_B,extrapolation_flag,reason_code_B,reason_text_B,final_decision
C0901,L018,CMOS_C,PASS,0.2125134653771178,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0954,Supply_Current_ICC_uA,0.9046,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0902,L018,CMOS_C,PASS,0.1958955771001585,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0583,Output_Fall_Time_ns,0.9417,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0903,L018,CMOS_C,PASS,0.2918052278637245,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1551,Propagation_Delay_ns,0.8449,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0904,L018,CMOS_C,PASS,0.239194662985797,Supply_Current_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1658,Supply_Current_ICC_uA,0.8342,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0905,L018,CMOS_C,PASS,0.2107031135613684,Supply_Current_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0499,Propagation_Delay_ns,0.9501,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0906,L018,CMOS_C,PASS,0.2766780645829825,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0947,Propagation_Delay_ns,0.9053,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0907,L018,CMOS_C,PASS,0.2679585608517779,IDDQ_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0234,Output_Rise_Time_ns,0.9766,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0908,L018,CMOS_C,REJECT,1.0,Output_Fall_Time_168h,12,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.128,Propagation_Delay_ns,0.872,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0909,L018,CMOS_C,REJECT,0.4594159786346242,IDDQ_96h,3,HIGH,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,PASS,0.2089,Supply_Current_ICC_uA,0.7911,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0910,L018,CMOS_C,PASS,0.2761697527062756,Input_Leakage_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0864,Propagation_Delay_ns,0.9136,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0911,L018,CMOS_C,PASS,0.1959309584372846,Output_Rise_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.004,IDDQ_uA,0.996,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0912,L018,CMOS_C,MONITOR,0.3378318934421898,Output_Fall_Time_168h,1,MEDIUM,A_TEMPORAL_EXTREME,Temporal change is strongly unusual relative to the component's lot peers.,PASS,0.0302,Output_Rise_Time_ns,0.9698,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,MONITOR
C0913,L018,CMOS_C,PASS,0.2140775019208347,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1244,Propagation_Delay_ns,0.8756,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0914,L018,CMOS_C,PASS,0.2275653825482832,Supply_Current_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.07,Propagation_Delay_ns,0.93,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0915,L018,CMOS_C,PASS,0.1068620125902362,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0639,Supply_Current_ICC_uA,0.9361,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0916,L018,CMOS_C,PASS,0.2822090799909401,Supply_Current_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2201,Supply_Current_ICC_uA,0.7799,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0917,L018,CMOS_C,PASS,0.1297220126549438,Input_Leakage_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0384,Supply_Current_ICC_uA,0.9616,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0918,L018,CMOS_C,PASS,0.1706156811051457,Input_Leakage_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1314,Propagation_Delay_ns,0.8686,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0919,L018,CMOS_C,PASS,0.2530905211110871,IDDQ_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1545,Propagation_Delay_ns,0.8455,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0920,L018,CMOS_C,PASS,0.1488180771343742,Propagation_Delay_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0007,IDDQ_uA,0.9993,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0921,L018,CMOS_C,PASS,0.2553223654906553,Supply_Current_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2143,Supply_Current_ICC_uA,0.7857,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0922,L018,CMOS_C,REJECT,1.0,IDDQ_96h,14,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,REJECT,1.0,Supply_Current_ICC_uA,-0.2766,1,LOW,True,B_LIMIT_CROSS_PREDICTED,Predicted 168 h Supply_Current_ICC_uA of 564.934 uA exceeds the 500.0 uA limit for CMOS_C.,REJECT
C0923,L018,CMOS_C,PASS,0.2960598778098867,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1399,Propagation_Delay_ns,0.8601,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0924,L018,CMOS_C,PASS,0.200464547325023,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1749,Supply_Current_ICC_uA,0.8251,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0925,L018,CMOS_C,PASS,0.2349045460127907,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0559,Propagation_Delay_ns,0.9441,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0926,L018,CMOS_C,PASS,0.1911163724839434,Propagation_Delay_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2001,Propagation_Delay_ns,0.7999,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0927,L018,CMOS_C,PASS,0.2266948954732495,Input_Leakage_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.027,Propagation_Delay_ns,0.973,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0928,L018,CMOS_C,PASS,0.2803535504607062,Input_Leakage_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0555,Supply_Current_ICC_uA,0.9445,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0929,L018,CMOS_C,PASS,0.2447791007184356,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1814,Propagation_Delay_ns,0.8186,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0930,L018,CMOS_C,PASS,0.1366786183257786,IDDQ_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.039,Output_Fall_Time_ns,0.961,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0931,L018,CMOS_C,PASS,0.1591246336288831,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1619,Propagation_Delay_ns,0.8381,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0932,L018,CMOS_C,PASS,0.2641200761539156,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1384,Propagation_Delay_ns,0.8616,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0933,L018,CMOS_C,PASS,0.1604162553679851,Input_Leakage_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.076,Supply_Current_ICC_uA,0.924,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
