component_id,lot_id,device_variant,final_decision,module_A_decision,module_A_risk,module_A_reason_code,module_A_reason,module_B_decision,module_B_risk,module_B_reason_code,module_B_reason,driving_parameter,unit,value_0h,value_24h,predicted_168h,prediction_lower,prediction_upper,spec_limit,limit_direction,headroom_abs,headroom_frac,confidence_A,confidence_B,extrapolation_flag,explanation
C0607,L012,CMOS_B,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.0155,B_OK,All six parameters are predicted to stay within limits with margin.,IDDQ_uA,uA,2.10893,2.16542,2.25482,,,20.0,UPPER,17.74518,0.9845,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0608,L012,CMOS_B,PASS,PASS,0.1408546859662167,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0358,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.12328,5.09823,5.22333,,,8.5,UPPER,3.27667,0.9642,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0609,L012,CMOS_B,PASS,PASS,0.1660712454231884,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0895,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.26154,5.29638,5.40608,,,8.5,UPPER,3.09392,0.9105,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0610,L012,CMOS_B,PASS,PASS,0.2476794237893192,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1771,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.50287,5.61635,5.70366,,,8.5,UPPER,2.79634,0.8229,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0611,L012,CMOS_B,PASS,PASS,0.2508719966804214,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0178,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,182.482,184.521,189.51815,,,400.0,UPPER,210.48185,0.9822,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0612,L012,CMOS_B,PASS,PASS,0.1570137324665129,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0538,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,3.85702,3.93077,4.02706,,,8.0,UPPER,3.97294,0.9462,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0613,L012,CMOS_B,PASS,PASS,0.1908369726070834,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1557,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.44733,5.53599,5.63082,,,8.5,UPPER,2.86918,0.8443,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0614,L012,CMOS_B,PASS,PASS,0.229164330328193,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1467,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,212.109,210.765,217.12753,,,400.0,UPPER,182.87247,0.8533,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0615,L012,CMOS_B,PASS,PASS,0.2291204797766744,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0475,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.12024,5.15461,5.26314,,,8.5,UPPER,3.23686,0.9525,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0616,L012,CMOS_B,PASS,PASS,0.1781949463990356,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1392,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,209.241,209.805,215.53457,,,400.0,UPPER,184.46543,0.8608,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0617,L012,CMOS_B,PASS,PASS,0.162074195424128,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0349,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,3.51964,3.49099,3.60035,,,8.0,UPPER,4.39965,0.9651,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0618,L012,CMOS_B,PASS,PASS,0.1709169896807104,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1346,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,208.236,208.824,214.53596,,,400.0,UPPER,185.46404,0.8654,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0619,L012,CMOS_B,PASS,PASS,0.2713348178035449,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.09,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,197.73,199.883,204.99521,,,400.0,UPPER,195.00479,0.91,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0620,L012,CMOS_B,PASS,PASS,0.2004139839722145,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1364,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,4.20221,4.26914,4.37372,,,8.0,UPPER,3.62628,0.8636,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0621,L012,CMOS_B,PASS,PASS,0.2406629830327757,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.014,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,180.175,184.406,188.68807,,,400.0,UPPER,211.31193,0.986,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0622,L012,CMOS_B,PASS,PASS,0.2048345885621527,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1592,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.57447,5.49288,5.64276,,,8.5,UPPER,2.85724,0.8408,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0623,L012,CMOS_B,PASS,PASS,0.1626384781725516,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0683,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,192.849,195.386,200.3284,,,400.0,UPPER,199.6716,0.9317,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0624,L012,CMOS_B,PASS,PASS,0.1751280251678683,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0448,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,3.51833,3.55166,3.64567,,,8.0,UPPER,4.35433,0.9552,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0625,L012,CMOS_B,PASS,PASS,0.1827379726802511,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.083,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.2756,5.25867,5.38368,,,8.5,UPPER,3.11632,0.917,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0626,L012,CMOS_B,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.15,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,209.977,212.837,217.84674,,,400.0,UPPER,182.15326,0.85,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0627,L012,CMOS_B,PASS,PASS,0.1208673917357812,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0825,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,3.90186,4.0483,4.14747,,,8.0,UPPER,3.85253,0.9175,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0843,L017,CMOS_C,PASS,PASS,0.1625357946988676,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1826,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,295.509,300.508,309.49532,,,500.0,UPPER,190.50468,0.8174,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0844,L017,CMOS_C,PASS,PASS,0.206204286438226,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0474,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,267.804,269.279,277.99576,,,500.0,UPPER,222.00424,0.9526,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0845,L017,CMOS_C,MONITOR,MONITOR,0.3021758162030483,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,PASS,0.1283,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,288.849,286.788,296.85822,,,500.0,UPPER,203.14178,0.8717,MEDIUM,NOMINAL,False,Final decision is MONITOR because at least one module identified a condition requiring attention. Module A: Measurement is strongly unusual relative to the component's lot peers. Module B: All six parameters are predicted to stay within limits with margin.
C0846,L017,CMOS_C,PASS,PASS,0.2064112842161461,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1476,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.63729,3.713,3.75376,,,5.5,UPPER,1.74624,0.8524,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0847,L017,CMOS_C,PASS,PASS,0.185939246051158,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0662,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.4709,3.54125,3.58697,,,5.5,UPPER,1.91303,0.9338,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0848,L017,CMOS_C,PASS,PASS,0.242131182697806,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1154,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,283.405,284.545,293.84267,,,500.0,UPPER,206.15733,0.8846,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0849,L017,CMOS_C,PASS,PASS,0.2024112030644032,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1346,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.63479,3.66097,3.72704,,,5.5,UPPER,1.77296,0.8654,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0850,L017,CMOS_C,PASS,PASS,0.1621858694075854,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1185,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.55593,3.67397,3.69423,,,5.5,UPPER,1.80577,0.8815,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0851,L017,CMOS_C,PASS,PASS,0.2588600166300675,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2182,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.85055,3.79178,3.89841,,,5.5,UPPER,1.60159,0.7818,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0852,L017,CMOS_C,PASS,PASS,0.2926034702284084,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2155,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,304.237,307.575,317.15958,,,500.0,UPPER,182.84042,0.7845,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0853,L017,CMOS_C,PASS,PASS,0.2557932949329474,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0408,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,1.81951,1.85446,1.89492,,,4.5,UPPER,2.60508,0.9592,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0854,L017,CMOS_C,PASS,PASS,0.2632388435946459,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1136,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.62074,3.58739,3.68403,,,5.5,UPPER,1.81597,0.8864,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0855,L017,CMOS_C,PASS,PASS,0.1954312020851322,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0558,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,1.83151,1.90998,1.93556,,,4.5,UPPER,2.56444,0.9442,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0856,L017,CMOS_C,PASS,PASS,0.1780837202995667,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0468,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.45453,3.47663,3.54717,,,5.5,UPPER,1.95283,0.9532,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0857,L017,CMOS_C,PASS,PASS,0.2352176966107946,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1138,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,282.542,284.329,293.47841,,,500.0,UPPER,206.52159,0.8862,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0858,L017,CMOS_C,PASS,PASS,0.244450095710098,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1329,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,291.309,287.436,297.92286,,,500.0,UPPER,202.07714,0.8671,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0859,L017,CMOS_C,PASS,PASS,0.189231818360053,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0688,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,1.86114,1.84893,1.89425,,,4.5,UPPER,2.60575,0.9312,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0860,L017,CMOS_C,PASS,PASS,0.1729216243023149,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0806,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.54585,3.52548,3.61647,,,5.5,UPPER,1.88353,0.9194,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0861,L017,CMOS_C,PASS,PASS,0.1514650909970443,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0682,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,266.972,275.443,282.8395,,,500.0,UPPER,217.1605,0.9318,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0862,L017,CMOS_C,PASS,PASS,0.2498988975499058,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0417,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.42938,3.4808,3.53672,,,5.5,UPPER,1.96328,0.9583,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0863,L017,CMOS_C,PASS,PASS,0.2841843310889679,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1679,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.73375,3.70013,3.79543,,,5.5,UPPER,1.70457,0.8321,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0864,L017,CMOS_C,PASS,PASS,0.1821976629535546,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0827,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,273.478,277.85,286.22026,,,500.0,UPPER,213.77974,0.9173,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0865,L017,CMOS_C,PASS,PASS,0.1825494509611055,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1137,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.60926,3.59957,3.68428,,,5.5,UPPER,1.81572,0.8863,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0866,L017,CMOS_C,MONITOR,MONITOR,0.315265905620813,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,PASS,0.2398,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,307.444,313.671,322.82846,,,500.0,UPPER,177.17154,0.7602,MEDIUM,NOMINAL,False,Final decision is MONITOR because at least one module identified a condition requiring attention. Module A: Measurement is strongly unusual relative to the component's lot peers. Module B: All six parameters are predicted to stay within limits with margin.
C0867,L017,CMOS_C,REJECT,REJECT,0.3685660511521081,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,PASS,0.1995,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.80993,3.75465,3.86002,,,5.5,UPPER,1.63998,0.8005,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Measurement is strongly unusual relative to the component's lot peers. Module B: All six parameters are predicted to stay within limits with margin.
C0868,L017,CMOS_C,PASS,PASS,0.1887722185405655,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1677,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,295.353,296.292,306.02429,,,500.0,UPPER,193.97571,0.8323,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0869,L017,CMOS_C,PASS,PASS,0.1441112973722139,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0549,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.43935,3.52606,3.56386,,,5.5,UPPER,1.93614,0.9451,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0870,L017,CMOS_C,PASS,PASS,0.2577994718282178,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2384,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.85443,3.87223,3.93968,,,5.5,UPPER,1.56032,0.7616,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0871,L017,CMOS_C,PASS,PASS,0.2351162540042482,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0081,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,1.67382,1.6832,1.72446,,,4.5,UPPER,2.77554,0.9919,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0872,L017,CMOS_C,PASS,PASS,0.1260709238350549,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0274,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.41824,3.43266,3.50759,,,5.5,UPPER,1.99241,0.9726,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0873,L017,CMOS_C,PASS,PASS,0.1687291825102491,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1808,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,293.592,300.509,309.07816,,,500.0,UPPER,190.92184,0.8192,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0874,L017,CMOS_C,PASS,PASS,0.2206247279813627,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0784,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.57688,3.4849,3.61202,,,5.5,UPPER,1.88798,0.9216,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0875,L017,CMOS_C,PASS,PASS,0.1497248976885015,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0476,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,1.88034,1.85043,1.91335,,,4.5,UPPER,2.58665,0.9524,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0876,L017,CMOS_C,PASS,PASS,0.1220362938683516,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1081,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,282.556,282.682,292.13877,,,500.0,UPPER,207.86123,0.8919,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0877,L017,CMOS_C,PASS,PASS,0.2729502822068581,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0499,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,274.276,268.255,278.57204,,,500.0,UPPER,221.42796,0.9501,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0878,L017,CMOS_C,PASS,PASS,0.2504314516342274,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1468,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.69666,3.64949,3.75219,,,5.5,UPPER,1.74781,0.8532,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0879,L017,CMOS_C,MONITOR,MONITOR,0.3460629097980625,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,MONITOR,0.0027,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Propagation_Delay_ns is within limits, but the 0 h input lies outside the training envelope.",Propagation_Delay_ns,ns,3.05113,3.0754,3.15016,,,5.5,UPPER,2.34984,1.147,MEDIUM,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0880,L017,CMOS_C,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.0543,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,263.983,272.273,279.60351,,,500.0,UPPER,220.39649,0.9457,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0881,L017,CMOS_C,PASS,PASS,0.1648841762897959,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0883,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,275.641,278.88,287.53156,,,500.0,UPPER,212.46844,0.9117,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0882,L017,CMOS_C,PASS,PASS,0.1730983058367539,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0812,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.5596,3.51415,3.61776,,,5.5,UPPER,1.88224,0.9188,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0883,L017,CMOS_C,PASS,PASS,0.1542837611590978,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0728,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,271.856,275.455,283.91412,,,500.0,UPPER,216.08588,0.9272,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0884,L017,CMOS_C,PASS,PASS,0.1675150217597444,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0213,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,1.68469,1.71903,1.76117,,,4.5,UPPER,2.73883,0.9787,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0885,L017,CMOS_C,PASS,PASS,0.2174651241760753,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0902,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,277.59,278.887,287.9622,,,500.0,UPPER,212.0378,0.9098,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0886,L017,CMOS_C,PASS,PASS,0.228407421567428,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0688,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.52162,3.50068,3.59228,,,5.5,UPPER,1.90772,0.9312,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0887,L018,CMOS_C,PASS,PASS,0.1060134166706094,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0899,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,272.931,278.189,286.37762,,,500.0,UPPER,213.62238,0.9101,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0888,L018,CMOS_C,PASS,PASS,0.1624936896559628,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0873,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,270.747,278.021,285.76448,,,500.0,UPPER,214.23552,0.9127,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
