component_id,lot_id,device_family,device_variant,IDDQ_0h,IDDQ_24h,IDDQ_96h,IDDQ_168h,Input_Leakage_Current_0h,Input_Leakage_Current_24h,Input_Leakage_Current_96h,Input_Leakage_Current_168h,Active_Supply_Current_0h,Active_Supply_Current_24h,Active_Supply_Current_96h,Active_Supply_Current_168h,Propagation_Delay_0h,Propagation_Delay_24h,Propagation_Delay_96h,Propagation_Delay_168h,Output_Rise_Time_0h,Output_Rise_Time_24h,Output_Rise_Time_96h,Output_Rise_Time_168h,Output_Fall_Time_0h,Output_Fall_Time_24h,Output_Fall_Time_96h,Output_Fall_Time_168h,is_anomalous
C04154,C_L08,DIGITAL_CMOS,CMOS_C,0.291344,0.287885,0.298213,0.298145,0.150091,0.158174,0.166962,0.176192,71.152408,71.763424,73.721393,74.825397,3.468454,3.456539,3.476087,3.497415,1.857403,1.873504,1.886377,1.927269,1.676896,1.674266,1.679267,1.709347,0
C04155,C_L08,DIGITAL_CMOS,CMOS_C,0.25024,0.252926,0.252054,0.257782,0.138028,0.144721,0.149111,0.150253,63.141508,64.11804,64.857006,65.703217,3.473852,3.474446,3.468198,3.497222,1.769379,1.774757,1.775841,1.795193,1.679367,1.697742,1.702008,1.727691,0
C04156,C_L08,DIGITAL_CMOS,CMOS_C,0.248058,0.24826,0.248543,0.249839,0.135223,0.133618,0.135761,0.139216,62.321592,62.668618,62.635053,63.038233,3.483615,3.545871,3.601755,3.630812,1.669401,1.716248,1.755211,1.77444,1.687833,1.750077,1.784107,1.838363,0
C04157,C_L08,DIGITAL_CMOS,CMOS_C,0.28019,0.284139,0.287195,0.293447,0.187851,0.197347,0.201252,0.205748,65.793663,66.29988,68.027616,69.912767,3.582912,3.631726,3.673066,3.688394,1.749261,1.767194,1.786539,1.823596,1.552214,1.570653,1.578903,1.592,0
C04158,C_L08,DIGITAL_CMOS,CMOS_C,0.292517,0.297985,0.301801,0.300095,0.183813,0.195099,0.207446,0.212603,65.342752,65.243834,67.307754,67.89968,3.334277,3.32948,3.365057,3.376399,1.690175,1.689071,1.712978,1.743766,1.672879,1.67595,1.700082,1.68852,0
C04159,C_L08,DIGITAL_CMOS,CMOS_C,0.338806,0.332454,0.343714,0.339173,0.123231,0.128582,0.135321,0.13872,65.745575,66.069519,67.256746,67.8572,3.342232,3.389718,3.459864,3.50006,1.768404,1.79754,1.853369,1.864306,1.686431,1.697024,1.754255,1.771906,0
C04160,C_L08,DIGITAL_CMOS,CMOS_C,0.28323,0.283338,0.279365,0.290318,0.161447,0.164611,0.168814,0.17217,64.165323,64.585735,64.976666,65.371751,3.440617,3.493013,3.564678,3.657846,1.835158,1.852089,1.935968,1.995093,1.722025,1.739944,1.789923,1.838791,0
C04161,C_L08,DIGITAL_CMOS,CMOS_C,0.271357,0.271624,0.275186,0.282448,0.168117,0.176016,0.189319,0.205646,67.499023,68.698455,70.592042,73.491082,3.558472,3.610293,3.688152,3.777727,1.711202,1.742886,1.774749,1.821201,1.709813,1.754599,1.778871,1.810338,0
C04162,C_L08,DIGITAL_CMOS,CMOS_C,0.273453,0.278056,0.279946,0.288708,0.20513,0.207981,0.223683,0.238389,65.962369,66.249484,68.853021,70.787648,3.4773,3.511454,3.504327,3.553535,1.776313,1.763068,1.776968,1.778137,1.749296,1.764079,1.773112,1.785814,0
C04163,C_L08,DIGITAL_CMOS,CMOS_C,0.395369,0.392301,0.397567,0.393562,0.127227,0.12628,0.128316,0.129005,65.443999,65.958028,66.307034,66.672141,3.500101,3.489446,3.522046,3.587231,1.757946,1.770797,1.781155,1.766102,1.617127,1.639646,1.654069,1.648458,0
C04164,C_L08,DIGITAL_CMOS,CMOS_C,0.316632,0.317937,0.317901,0.327975,0.136192,0.137945,0.150301,0.161731,67.554542,68.501674,69.854018,71.464897,3.29053,3.32301,3.358046,3.398779,1.776866,1.814643,1.886502,1.926041,1.724639,1.737128,1.812777,1.855459,0
C04165,C_L08,DIGITAL_CMOS,CMOS_C,0.307995,0.308296,0.308365,0.308926,0.202183,0.202174,0.206127,0.207094,65.662847,65.981858,65.983512,66.512575,3.572434,3.605377,3.60291,3.647405,1.860915,1.846423,1.869061,1.877742,1.831977,1.822374,1.871754,1.879858,0
C04166,C_L08,DIGITAL_CMOS,CMOS_C,0.254064,0.249645,0.254469,0.254666,0.16262,0.161463,0.165306,0.16559,67.255331,67.741593,68.969483,68.888447,3.300908,3.31773,3.312186,3.331963,1.911505,1.921541,1.952505,1.957607,1.7974,1.817029,1.834091,1.852917,0
C04167,C_L08,DIGITAL_CMOS,CMOS_C,0.261214,0.26109,0.267486,0.267959,0.132225,0.132528,0.134883,0.135442,69.768992,70.163627,70.241846,70.536945,3.265641,3.283494,3.309083,3.3355,1.722189,1.725036,1.735076,1.736326,1.64421,1.651113,1.672424,1.678937,0
C04168,C_L08,DIGITAL_CMOS,CMOS_C,0.318649,0.326356,0.327931,0.342032,0.168323,0.170587,0.178162,0.193658,65.402059,66.175045,68.22477,69.738398,3.264351,3.330985,3.391837,3.426237,1.682526,1.70254,1.760095,1.790687,1.598107,1.633813,1.689661,1.74397,0
C04169,C_L08,DIGITAL_CMOS,CMOS_C,0.260235,0.268346,0.26397,0.265414,0.167548,0.166736,0.167978,0.168291,61.326709,61.825678,61.431631,62.78554,3.384678,3.385252,3.394743,3.390134,1.825151,1.814694,1.842084,1.856952,1.797466,1.821069,1.849912,1.879083,0
C04170,C_L08,DIGITAL_CMOS,CMOS_C,0.236546,0.236442,0.239316,0.236686,0.146583,0.147147,0.156401,0.161075,64.996226,65.7591,67.44946,69.060057,3.408005,3.441162,3.499438,3.543006,1.63948,1.676785,1.709105,1.709011,1.69413,1.70778,1.745864,1.765745,0
C04171,C_L08,DIGITAL_CMOS,CMOS_C,0.269229,0.267717,0.267572,0.262052,0.172118,0.173321,0.171107,0.174155,63.250264,62.809117,63.979063,63.390069,3.373049,3.38691,3.386699,3.411224,1.80481,1.789719,1.793855,1.807802,1.671285,1.684152,1.719642,1.726346,0
C04172,C_L08,DIGITAL_CMOS,CMOS_C,0.316001,0.311989,0.321782,0.325403,0.146054,0.148631,0.15737,0.162729,66.529591,67.383231,68.870688,70.515135,3.544764,3.571326,3.660958,3.716531,1.790355,1.826416,1.905668,2.003409,1.657793,1.684201,1.788051,1.869471,0
C04173,C_L08,DIGITAL_CMOS,CMOS_C,0.236338,0.240483,0.242268,0.250189,0.166914,0.171816,0.180836,0.190149,71.918346,72.123251,74.057101,75.749907,3.306532,3.36552,3.447533,3.48924,1.740738,1.792154,1.851274,1.899166,1.647239,1.684674,1.721788,1.742779,0
C04174,C_L08,DIGITAL_CMOS,CMOS_C,0.332826,0.328154,0.330657,0.331676,0.153962,0.153023,0.155537,0.153447,69.008375,69.098981,70.323408,70.156924,3.216068,3.227478,3.248418,3.247545,1.738489,1.732863,1.748823,1.74874,1.649207,1.677915,1.679361,1.710134,0
C04175,C_L08,DIGITAL_CMOS,CMOS_C,0.291143,0.295431,0.299881,0.299364,0.126459,0.133906,0.138158,0.141015,63.991167,64.587313,67.634189,67.857852,3.5094,3.562226,3.634096,3.737077,1.790419,1.822859,1.871206,1.931462,1.71724,1.734995,1.794015,1.84974,0
C04176,C_L08,DIGITAL_CMOS,CMOS_C,0.276936,0.28818,0.28573,0.292777,0.159292,0.164889,0.174931,0.183888,66.762156,67.325299,68.4883,69.218571,3.442569,3.440144,3.532284,3.638093,1.814532,1.8163,1.897578,2.002786,1.673913,1.697378,1.776865,1.879148,0
C04177,C_L08,DIGITAL_CMOS,CMOS_C,0.268776,0.26658,0.269257,0.272049,0.173339,0.181586,0.198532,0.210336,65.035439,65.89246,67.499705,69.355214,3.492992,3.502524,3.505766,3.54042,1.768179,1.78933,1.78872,1.792698,1.652262,1.67289,1.713623,1.714711,0
C04178,C_L08,DIGITAL_CMOS,CMOS_C,0.329822,0.325641,0.326875,0.331184,0.233665,0.234152,0.238266,0.2409,70.109122,70.595921,70.990857,71.113374,3.28793,3.323618,3.344276,3.355978,1.589802,1.589494,1.608947,1.609174,1.533958,1.538889,1.535133,1.541824,0
C04179,C_L08,DIGITAL_CMOS,CMOS_C,0.288715,0.283599,0.293054,0.292934,0.184574,0.189506,0.190117,0.189065,72.09022,72.433949,72.663491,73.611222,3.575452,3.632274,3.726476,3.795265,1.838579,1.875165,1.89816,1.922007,1.877547,1.910321,1.950563,2.003208,0
C04180,C_L08,DIGITAL_CMOS,CMOS_C,0.330988,0.332583,0.33209,0.344384,0.119083,0.12143,0.122432,0.124919,56.641975,56.760358,56.400498,57.05656,3.345145,3.386859,3.486555,3.58268,1.735708,1.7521,1.817415,1.874886,1.603446,1.62988,1.721616,1.807693,0
C04181,C_L08,DIGITAL_CMOS,CMOS_C,0.313108,0.319399,0.320399,0.325559,0.189555,0.1967,0.209598,0.220012,69.011356,69.155703,69.615443,71.184641,3.322979,3.385023,3.470619,3.537308,1.747284,1.775681,1.838465,1.880657,1.66863,1.718617,1.773035,1.816396,0
C04182,C_L08,DIGITAL_CMOS,CMOS_C,0.236684,0.236627,0.24039,0.239269,0.172203,0.174358,0.175688,0.180181,64.427958,64.306088,64.824859,65.933358,3.319855,3.33524,3.348815,3.370755,1.772975,1.814152,1.827337,1.846952,1.678975,1.668814,1.69828,1.71663,0
C04183,C_L08,DIGITAL_CMOS,CMOS_C,0.264925,0.263248,0.26645,0.267305,0.163221,0.17754,0.184281,0.188346,73.156252,74.014276,74.98768,76.67367,3.239158,3.236107,3.263051,3.261526,1.728201,1.756402,1.760412,1.758295,1.655889,1.65789,1.661236,1.654228,0
C04184,C_L08,DIGITAL_CMOS,CMOS_C,0.387482,0.377694,0.381541,0.385871,0.150878,0.153477,0.157305,0.159937,65.017021,64.878132,64.988013,65.266749,3.577359,3.622173,3.679431,3.733529,1.840932,1.872809,1.950123,1.984094,1.826869,1.849017,1.859468,1.892506,0
C04185,C_L08,DIGITAL_CMOS,CMOS_C,0.264261,0.265662,0.269569,0.26787,0.17843,0.180372,0.187252,0.1894,66.518927,66.272352,66.195276,65.878545,3.650848,3.707726,3.709585,3.754822,1.810002,1.815499,1.827466,1.824987,1.771167,1.787415,1.778319,1.791654,0
C04186,C_L08,DIGITAL_CMOS,CMOS_C,0.311888,0.31862,0.326917,0.332178,0.13268,0.138853,0.140497,0.144319,68.383159,69.373322,70.613678,70.732852,3.586166,3.628506,3.641404,3.69718,1.770113,1.777323,1.806532,1.818659,1.798213,1.807252,1.813539,1.827387,0
C04187,C_L08,DIGITAL_CMOS,CMOS_C,0.282021,0.286486,0.283753,0.28586,0.174508,0.182854,0.186644,0.191775,62.77691,63.235613,63.622034,64.395646,3.576501,3.630378,3.764702,3.910321,1.82538,1.826377,1.884432,1.970078,1.836826,1.856912,1.927158,2.018526,0
C04188,C_L08,DIGITAL_CMOS,CMOS_C,0.32814,0.329888,0.329648,0.326875,0.128642,0.131902,0.134275,0.135273,65.852845,66.277598,66.897715,66.418931,3.321281,3.326292,3.38715,3.410715,1.713768,1.752941,1.797487,1.80846,1.558249,1.586993,1.613601,1.646377,0
C04189,C_L08,DIGITAL_CMOS,CMOS_C,0.233882,0.232328,0.23917,0.235389,0.176248,0.176136,0.178145,0.180366,67.9095,68.517575,68.073321,68.336885,3.499949,3.478305,3.512911,3.509141,1.873418,1.893246,1.924542,1.960695,1.828056,1.806262,1.80739,1.833421,0
C04190,C_L08,DIGITAL_CMOS,CMOS_C,0.313088,0.316316,0.311989,0.31189,0.13073,0.131626,0.132969,0.13673,64.508751,64.94683,64.363298,64.906483,3.454587,3.460042,3.57385,3.717883,1.821923,1.883532,1.981756,2.092501,1.792559,1.818935,1.906258,1.973534,0
C04191,C_L08,DIGITAL_CMOS,CMOS_C,0.274248,0.275208,0.275394,0.280965,0.138912,0.14356,0.150404,0.157455,69.460453,70.66301,72.524044,74.932073,3.411634,3.430079,3.459749,3.475135,1.739922,1.7552,1.746996,1.767189,1.611388,1.611329,1.617682,1.623829,0
C04192,C_L08,DIGITAL_CMOS,CMOS_C,0.320337,0.32357,0.32012,0.331856,0.108032,0.113228,0.118432,0.126902,63.038317,64.414261,65.273994,66.337741,3.595212,3.638702,3.720605,3.748809,1.773313,1.802873,1.859173,1.909254,1.988773,2.013007,2.048429,2.092146,0
C04193,C_L08,DIGITAL_CMOS,CMOS_C,0.36265,0.357197,0.366728,0.363431,0.232984,0.229277,0.232335,0.231543,66.885789,66.900277,67.440438,67.453683,3.542376,3.572696,3.56875,3.571291,1.727034,1.727756,1.758203,1.747712,1.714304,1.713743,1.726205,1.767227,0
C04194,C_L08,DIGITAL_CMOS,CMOS_C,0.385591,0.385754,0.382851,0.383958,0.123343,0.126579,0.130536,0.131726,60.061723,60.449222,60.340552,61.173819,3.302666,3.330303,3.401833,3.477904,1.643613,1.669753,1.721793,1.757344,1.546415,1.566881,1.602096,1.65506,0
C04195,C_L08,DIGITAL_CMOS,CMOS_C,0.298384,0.300307,0.293198,0.30151,0.183337,0.190759,0.19613,0.202101,71.590484,72.359679,73.035262,73.822352,3.311327,3.344174,3.352809,3.367472,1.688712,1.669359,1.689471,1.679028,1.638562,1.657927,1.670641,1.68505,0
C04196,C_L08,DIGITAL_CMOS,CMOS_C,0.290216,0.293372,0.291632,0.296893,0.195727,0.2001,0.215047,0.232989,65.70053,65.701247,67.34485,68.232241,3.49829,3.51396,3.553232,3.537567,1.880299,1.906326,1.913272,1.908183,1.725306,1.73194,1.763735,1.782081,0
C04197,C_L08,DIGITAL_CMOS,CMOS_C,0.254043,0.260552,0.263307,0.259784,0.133994,0.136759,0.146214,0.148644,66.836359,68.661061,69.78274,69.694125,3.592545,3.599021,3.594828,3.618208,1.935646,1.945243,1.961204,2.003382,1.755105,1.755007,1.784625,1.782732,0
C04198,C_L08,DIGITAL_CMOS,CMOS_C,0.264074,0.271146,0.266978,0.267833,0.153431,0.159423,0.157667,0.15688,65.00444,65.670359,65.370461,65.467927,3.699806,3.713444,3.766912,3.759347,1.887311,1.879953,1.894137,1.913011,1.749743,1.773007,1.753759,1.752329,0
C04199,C_L08,DIGITAL_CMOS,CMOS_C,0.353056,0.351992,0.361895,0.363674,0.136496,0.138681,0.148471,0.155706,67.012636,68.932318,69.862216,72.043048,3.65844,3.671675,3.666509,3.680589,1.871016,1.873974,1.901816,1.90387,1.746397,1.730377,1.734413,1.732089,0
C04200,C_L08,DIGITAL_CMOS,CMOS_C,0.250332,0.24988,0.251229,0.253749,0.100065,0.103902,0.109964,0.118384,67.823123,68.343712,70.316498,71.673768,3.394985,3.42521,3.480759,3.507269,1.787783,1.841399,1.902685,1.950301,1.684496,1.717837,1.733328,1.761923,0
C04201,C_L08,DIGITAL_CMOS,CMOS_C,0.27946,0.279825,0.283328,0.289156,0.185383,0.200299,0.218014,0.23121,64.458653,65.995127,67.257507,68.223062,3.615577,3.655824,3.671358,3.691831,1.720908,1.746077,1.755273,1.768882,1.774642,1.773037,1.796905,1.797523,0
C04202,C_L08,DIGITAL_CMOS,CMOS_C,0.349245,0.3571,0.355765,0.356543,0.158606,0.167675,0.176529,0.184349,64.8021,65.438065,66.814572,68.091643,3.661477,3.63873,3.670649,3.707213,1.897566,1.886566,1.921495,1.899668,1.68163,1.675192,1.699979,1.749575,0
C04203,C_L08,DIGITAL_CMOS,CMOS_C,0.257707,0.254475,0.261153,0.262301,0.127848,0.130871,0.13414,0.137742,66.963508,67.977335,67.951586,68.507086,3.474225,3.462815,3.494312,3.505107,1.918915,1.92426,1.916934,1.943743,1.88269,1.866178,1.883077,1.887976,0
C04204,C_L08,DIGITAL_CMOS,CMOS_C,0.335629,0.337863,0.3384,0.343882,0.098049,0.103065,0.111367,0.117839,66.592873,67.466231,69.044708,70.17595,3.382951,3.368841,3.375744,3.378524,1.725223,1.718206,1.745604,1.753305,1.621969,1.602221,1.617571,1.618135,0
C04205,C_L08,DIGITAL_CMOS,CMOS_C,0.303988,0.31081,0.317306,0.320999,0.166838,0.177411,0.186124,0.187476,65.953197,66.081711,67.622529,67.468776,3.33148,3.323824,3.374773,3.387165,1.699317,1.698614,1.715674,1.712529,1.724115,1.737163,1.747493,1.795759,0
C04206,C_L08,DIGITAL_CMOS,CMOS_C,0.381459,0.38435,0.389695,0.395845,0.166643,0.174505,0.180458,0.185898,64.949167,66.102126,68.086051,69.05001,3.338536,3.377522,3.353762,3.388034,1.890529,1.896101,1.907648,1.924395,1.739049,1.767583,1.772964,1.786731,0
C04207,C_L08,DIGITAL_CMOS,CMOS_C,0.382785,0.385396,0.379543,0.382954,0.167889,0.166854,0.16817,0.169772,67.59829,67.725584,68.488769,68.516946,3.351832,3.395537,3.453843,3.525281,1.799687,1.859846,1.868784,1.91335,1.795507,1.803107,1.856887,1.899443,0
C04208,C_L08,DIGITAL_CMOS,CMOS_C,0.293656,0.296125,0.293748,0.291088,0.187076,0.188745,0.190015,0.190886,63.694873,63.612349,64.009501,63.761104,3.447059,3.50944,3.556309,3.631059,1.64664,1.684695,1.70301,1.740768,1.634989,1.687533,1.744133,1.789261,0
C04209,C_L08,DIGITAL_CMOS,CMOS_C,0.322303,0.321673,0.325252,0.31921,0.197951,0.202999,0.207379,0.210189,68.485238,67.962662,68.386786,68.61703,3.494839,3.534193,3.63526,3.722607,1.811482,1.841253,1.898794,1.980505,1.765813,1.775927,1.812957,1.907255,0
C04210,C_L08,DIGITAL_CMOS,CMOS_C,0.322177,0.316992,0.321519,0.325541,0.163882,0.168482,0.166468,0.167065,67.264857,67.500358,68.337011,68.254029,3.422087,3.420998,3.498798,3.569628,1.758867,1.77636,1.872503,1.950006,1.759574,1.780873,1.815194,1.896511,0
C04211,C_L08,DIGITAL_CMOS,CMOS_C,0.354479,0.358642,0.36258,0.363583,0.173959,0.184597,0.194281,0.20218,68.468693,69.144894,69.827318,70.677211,3.409341,3.404122,3.410661,3.415834,1.87962,1.873335,1.907058,1.909485,1.798782,1.801258,1.809355,1.798524,0
C04719,C_L16,DIGITAL_CMOS,CMOS_C,0.248206,0.258099,0.268699,0.283825,0.129499,0.133049,0.13684,0.139482,62.70192,62.576986,64.774069,66.715792,3.614459,3.591697,3.638255,3.654295,1.861742,1.894539,1.86679,1.88856,1.776842,1.782453,1.777646,1.795001,0
C04720,C_L16,DIGITAL_CMOS,CMOS_C,0.300686,0.306187,0.305048,0.30459,0.124272,0.124997,0.126805,0.130333,65.201876,65.348509,65.461764,66.069563,3.118112,3.108925,3.117824,3.113349,1.600726,1.611732,1.604426,1.604568,1.570146,1.569951,1.572426,1.577538,0
C04721,C_L16,DIGITAL_CMOS,CMOS_C,0.351035,0.357869,0.37322,0.37292,0.134325,0.137141,0.13745,0.136393,64.083508,63.938913,64.608191,63.835171,3.303569,3.325152,3.326874,3.311035,1.662998,1.680356,1.685623,1.690728,1.621121,1.628147,1.626191,1.645067,0
C04722,C_L16,DIGITAL_CMOS,CMOS_C,0.228416,0.22902,0.242186,0.253776,0.191554,0.19468,0.202442,0.21307,63.010213,63.74868,65.874922,67.294519,3.376761,3.402492,3.402738,3.398501,1.687999,1.671154,1.687236,1.696686,1.588241,1.592576,1.608972,1.597721,0
C04723,C_L16,DIGITAL_CMOS,CMOS_C,0.30137,0.306412,0.310511,0.327223,0.203142,0.211676,0.217565,0.220743,66.075645,67.447754,69.066562,70.030877,3.477536,3.507229,3.55369,3.554998,1.793018,1.864352,1.911864,1.968217,1.819732,1.828591,1.837796,1.862878,0
C04724,C_L16,DIGITAL_CMOS,CMOS_C,0.661449,0.761434,0.856139,1.097302,0.097983,0.104036,0.110752,0.120648,61.831835,62.896603,63.496863,64.963764,3.43809,3.414023,3.430402,3.450083,1.730886,1.724397,1.741474,1.764094,1.794487,1.790911,1.792143,1.783448,1
C04725,C_L16,DIGITAL_CMOS,CMOS_C,0.235849,0.236616,0.24304,0.25342,0.089822,0.091208,0.093224,0.095102,65.135083,65.217615,66.732666,67.977909,3.237118,3.249668,3.26459,3.261751,1.8164,1.836343,1.857778,1.872637,1.666247,1.681935,1.677983,1.691925,0
C04726,C_L16,DIGITAL_CMOS,CMOS_C,0.249526,0.256416,0.260402,0.271529,0.194348,0.201664,0.206395,0.209629,59.675875,61.185532,62.390337,63.873749,3.371303,3.372364,3.379817,3.406772,1.738067,1.733749,1.750331,1.765057,1.638564,1.635601,1.644698,1.643144,0
C04727,C_L16,DIGITAL_CMOS,CMOS_C,0.270783,0.278223,0.283688,0.290471,0.148431,0.152017,0.154483,0.157488,64.752057,66.34258,67.330914,68.729435,3.346683,3.380434,3.414346,3.429938,1.785682,1.776209,1.795455,1.792258,1.625825,1.627131,1.642902,1.642935,0
C04728,C_L16,DIGITAL_CMOS,CMOS_C,0.222227,0.226429,0.225083,0.226743,0.099523,0.099857,0.099392,0.10142,70.548966,71.261713,70.923449,71.389385,3.357743,3.340953,3.392897,3.430104,1.689844,1.711664,1.761228,1.88438,1.692025,1.706038,1.715554,1.755956,0
C04729,C_L16,DIGITAL_CMOS,CMOS_C,0.244172,0.243205,0.244228,0.244359,0.137909,0.137618,0.138816,0.139999,58.996912,58.374366,59.143767,59.02863,3.531131,3.545752,3.553281,3.557335,1.905894,1.919369,1.930628,1.934777,1.750439,1.754561,1.761364,1.746279,0
C04730,C_L16,DIGITAL_CMOS,CMOS_C,0.261964,0.259278,0.265354,0.268578,0.187804,0.189522,0.18928,0.190692,65.778096,65.771291,65.700879,66.676482,3.658479,3.674614,3.753732,3.947315,1.831357,1.834315,1.913971,2.104411,1.816177,1.827333,1.939227,2.247066,1
C04731,C_L16,DIGITAL_CMOS,CMOS_C,0.291574,0.291307,0.306899,0.318418,0.104872,0.106766,0.109391,0.109877,65.408362,67.054379,67.594355,68.70927,3.347806,3.385267,3.411379,3.46102,1.749773,1.805747,1.847336,1.899326,1.628413,1.648499,1.656527,1.669944,0
C04732,C_L16,DIGITAL_CMOS,CMOS_C,0.249343,0.252675,0.247278,0.256624,0.148116,0.148937,0.150654,0.148994,62.797164,63.543814,63.058013,63.390738,3.242628,3.255085,3.245043,3.263336,1.760241,1.767621,1.771512,1.783107,1.817121,1.829543,1.827086,1.837769,0
C04733,C_L16,DIGITAL_CMOS,CMOS_C,0.337009,0.349475,0.368205,0.381426,0.141743,0.144223,0.147764,0.15107,66.099563,66.75468,68.412942,69.721872,3.483787,3.471455,3.492322,3.487811,1.739984,1.757438,1.787888,1.780364,1.651481,1.664884,1.666785,1.66646,0
C04734,C_L16,DIGITAL_CMOS,CMOS_C,0.271257,0.273818,0.266528,0.277381,0.105985,0.106107,0.10784,0.109726,66.561906,67.852226,67.354842,67.772628,3.530222,3.557768,3.587738,3.684578,1.936773,1.945426,2.006618,2.032557,1.832158,1.840345,1.854086,1.89693,0
C04735,C_L16,DIGITAL_CMOS,CMOS_C,0.237033,0.244093,0.250801,0.256688,0.165652,0.165625,0.171402,0.173637,60.680599,62.050502,62.952082,63.842513,3.5,3.533598,3.553235,3.534823,1.76139,1.790657,1.817493,1.82033,1.648067,1.672371,1.666247,1.679009,0
C04736,C_L16,DIGITAL_CMOS,CMOS_C,0.284807,0.290189,0.301396,0.316738,0.207901,0.216027,0.227903,0.235505,62.057704,63.360792,65.629285,67.925106,3.364917,3.359771,3.382242,3.393547,1.909064,1.913764,1.922006,1.9204,1.714062,1.70449,1.7108,1.717917,0
C04737,C_L16,DIGITAL_CMOS,CMOS_C,0.230445,0.229781,0.237297,0.254538,0.110773,0.112736,0.117465,0.122546,66.551081,67.461025,67.777878,69.881028,3.47815,3.485313,3.520618,3.501925,1.683004,1.67734,1.700935,1.707475,1.685035,1.684256,1.682843,1.66132,0
C04738,C_L16,DIGITAL_CMOS,CMOS_C,0.252949,0.260828,0.273008,0.278153,0.15011,0.153236,0.159692,0.159302,59.035494,59.970469,62.197945,62.847602,3.273859,3.324613,3.376652,3.447345,1.727542,1.769761,1.807088,1.834433,1.551201,1.563905,1.571016,1.586272,0
C04739,C_L16,DIGITAL_CMOS,CMOS_C,0.242814,0.248554,0.252194,0.253164,0.160243,0.160715,0.164084,0.166316,60.507684,60.1218,61.034698,61.056989,3.665625,3.695612,3.673228,3.654602,1.909238,1.921163,1.92739,1.922084,1.847916,1.836958,1.847836,1.853672,0
C04740,C_L16,DIGITAL_CMOS,CMOS_C,0.242668,0.244347,0.26602,0.278893,0.14141,0.143088,0.151821,0.158806,63.398421,64.105044,65.405641,66.873926,3.268733,3.320335,3.331309,3.354635,1.682557,1.743008,1.79971,1.818065,1.700885,1.709067,1.727493,1.749392,0
C04741,C_L16,DIGITAL_CMOS,CMOS_C,0.288007,0.287735,0.296705,0.294404,0.159835,0.161105,0.161587,0.163093,60.974455,60.707422,61.564943,61.397555,3.563729,3.597623,3.692278,4.307115,1.781054,1.818084,1.854015,1.903843,1.74683,1.762239,1.787061,1.908229,1
C04742,C_L16,DIGITAL_CMOS,CMOS_C,0.320271,0.323137,0.32629,0.332654,0.099341,0.101592,0.10141,0.10284,61.437665,61.573662,61.31312,62.661616,3.200519,3.206663,3.210699,3.221501,1.803563,1.825935,1.853447,1.877928,1.6219,1.636644,1.651507,1.632338,0
C04743,C_L16,DIGITAL_CMOS,CMOS_C,0.284895,0.28512,0.297886,0.31035,0.102385,0.104943,0.107044,0.109736,66.31102,66.211124,68.654585,71.159123,3.487177,3.507787,3.533767,3.568941,1.82176,1.836377,1.898908,1.948917,1.823685,1.863064,1.871319,1.886202,0
C04744,C_L16,DIGITAL_CMOS,CMOS_C,0.342837,0.33954,0.347479,0.346029,0.154915,0.157835,0.163173,0.162751,66.672976,66.698207,67.083778,66.692056,3.40797,3.439442,3.497439,3.497206,1.867022,1.891545,1.942462,1.988242,1.692493,1.702209,1.722524,1.749642,0
C04745,C_L16,DIGITAL_CMOS,CMOS_C,0.242848,0.240714,0.25025,0.249826,0.127339,0.129101,0.13084,0.1315,65.264969,66.041641,65.773634,65.799973,3.484021,3.521888,3.559164,3.598078,1.704068,1.724532,1.780489,1.820991,1.682079,1.691171,1.705801,1.720621,0
C04746,C_L16,DIGITAL_CMOS,CMOS_C,0.409149,0.42365,0.45864,0.474843,0.209675,0.224724,0.238221,0.249434,69.494051,70.623563,72.902703,74.75,3.353409,3.349664,3.333263,3.378216,1.792446,1.797979,1.824126,1.844896,1.73522,1.735705,1.728435,1.733199,1
C04747,C_L16,DIGITAL_CMOS,CMOS_C,0.271144,0.274394,0.277824,0.282061,0.157957,0.162679,0.16264,0.165443,66.806643,66.947117,67.312321,67.08675,3.240688,3.252941,3.311893,3.325671,1.749633,1.75286,1.797593,1.838079,1.620501,1.632232,1.645398,1.696842,0
C04748,C_L16,DIGITAL_CMOS,CMOS_C,0.248054,0.256455,0.256517,0.254708,0.096456,0.097452,0.098774,0.097625,61.844012,61.90556,62.702756,62.775928,3.542453,3.553918,3.558584,3.552898,1.827472,1.826966,1.852379,1.872904,1.706814,1.707086,1.703458,1.717909,0
C04749,C_L16,DIGITAL_CMOS,CMOS_C,0.218465,0.228042,0.235008,0.24715,0.162942,0.167294,0.170925,0.183345,63.444688,64.355126,65.552881,67.721039,3.517143,3.548158,3.56573,3.570542,1.829918,1.859643,1.890175,1.931511,1.746969,1.758766,1.776569,1.791126,0
C04750,C_L16,DIGITAL_CMOS,CMOS_C,0.272073,0.27651,0.282067,0.292426,0.170561,0.173794,0.181629,0.189593,64.452027,64.29255,65.589439,66.680015,3.490863,3.503807,3.514892,3.549101,1.778513,1.783601,1.795969,1.816791,1.640149,1.644684,1.660474,1.659325,0
C04751,C_L16,DIGITAL_CMOS,CMOS_C,0.226501,0.225761,0.24166,0.25769,0.110676,0.110111,0.115459,0.116684,63.816239,63.980973,66.554892,69.158067,3.523631,3.56332,3.60825,3.605214,1.910058,1.941448,1.997876,2.075843,1.6604,1.661455,1.682488,1.693869,0
